"year","zone","awards","level","stage","measure","value"
"2011-2012","S01002150","5","6 And Above","S6","Ratio",0
"2012-2013","S01002150","5","6 And Above","S5","Ratio",0
"2009-2010","S01002150","5","6 And Above","S6","Ratio",0
"2009-2010","S01002150","3","6 And Above","S6","Ratio",0
"2010-2011","S01002150","1","6 And Above","S5","Ratio",0
"2011-2012","S01002150","3","6 And Above","S5","Ratio",0
"2010-2011","S01002150","3","6 And Above","S6","Ratio",0
"2008-2009","S01002150","3","6 And Above","S6","Ratio",0
"2009-2010","S01002150","3","6 And Above","S5","Ratio",0
"2011-2012","S01002150","3","6 And Above","S6","Ratio",0
"2012-2013","S01002150","3","6 And Above","S5","Ratio",0
"2010-2011","S01002150","3","6 And Above","S5","Ratio",0
"2012-2013","S01002150","1","6 And Above","S5","Ratio",0
"2010-2011","S01002150","5","6 And Above","S5","Ratio",0
"2009-2010","S01002150","1","6 And Above","S5","Ratio",0
"2008-2009","S01002150","5","6 And Above","S5","Ratio",0
"2008-2009","S01002150","1","6 And Above","S5","Ratio",0
"2010-2011","S01002150","5","6 And Above","S6","Ratio",0
"2009-2010","S01002150","5","6 And Above","S5","Ratio",0
"2011-2012","S01002150","5","6 And Above","S5","Ratio",0
"2010-2011","S01002150","5","6 And Above","S6","Count",0
"2008-2009","S01002150","5","6 And Above","S6","Count",0
"2011-2012","S01002150","5","6 And Above","S6","Count",0
"2012-2013","S01002150","5","6 And Above","S6","Count",0
"2009-2010","S01002150","5","6 And Above","S6","Count",0
"2010-2011","S01002150","5","6 And Above","S5","Count",0
"2008-2009","S01002150","5","6 And Above","S5","Count",0
"2009-2010","S01002150","5","6 And Above","S5","Count",0
"2010-2011","S01002150","1","7 And Above","S6","Count",0
"2009-2010","S01002150","1","7 And Above","S6","Ratio",0
"2008-2009","S01002150","1","7 And Above","S6","Ratio",0
"2011-2012","S01002150","1","7 And Above","S6","Ratio",0
"2008-2009","S01002150","1","7 And Above","S6","Count",0
"2010-2011","S01002150","1","7 And Above","S6","Ratio",0
"2009-2010","S01002150","1","7 And Above","S6","Count",0
"2011-2012","S01002150","1","7 And Above","S6","Count",0
"2012-2013","S01002150","1","7 And Above","S6","Count",0
"2012-2013","S01002150","5","3 And Above","S4","Count",0
"2008-2009","S01002150","5","3 And Above","S4","Count",0
"2009-2010","S01002150","5","3 And Above","S4","Count",0
"2010-2011","S01002150","5","3 And Above","S4","Count",0
"2010-2011","S01002150","5","3 And Above","S4","Ratio",0
"2009-2010","S01002150","5","3 And Above","S4","Ratio",0
"2008-2009","S01002150","5","3 And Above","S4","Ratio",0
"2011-2012","S01002150","5","3 And Above","S4","Count",3
"2011-2012","S01002150","5","3 And Above","S4","Ratio",100
"2008-2009","S01002150","5","4 And Above","S4","Count",0
"2009-2010","S01002150","5","4 And Above","S4","Ratio",0
"2008-2009","S01002150","5","4 And Above","S4","Ratio",0
"2010-2011","S01002150","5","4 And Above","S4","Count",0
"2011-2012","S01002150","5","4 And Above","S4","Ratio",100
"2012-2013","S01002150","5","4 And Above","S4","Count",0
"2010-2011","S01002150","5","4 And Above","S4","Ratio",0
"2009-2010","S01002150","5","4 And Above","S4","Count",0
"2011-2012","S01002150","5","4 And Above","S4","Count",3
"2011-2012","S01002150","5","5 And Above","S4","Count",0
"2012-2013","S01002150","5","5 And Above","S4","Count",0
"2009-2010","S01002150","5","5 And Above","S4","Count",0
"2009-2010","S01002150","5","5 And Above","S4","Ratio",0
"2010-2011","S01002150","5","5 And Above","S4","Ratio",0
"2008-2009","S01002150","5","5 And Above","S4","Count",0
"2008-2009","S01002150","5","5 And Above","S4","Ratio",0
"2010-2011","S01002150","5","5 And Above","S4","Count",0
"2011-2012","S01002150","5","5 And Above","S4","Ratio",0
"2009-2010","S01002151","5","6 And Above","S5","Count",0
"2010-2011","S01002151","5","6 And Above","S6","Count",0
"2009-2010","S01002151","3","6 And Above","S5","Count",0
"2008-2009","S01002151","5","6 And Above","S6","Count",0
"2012-2013","S01002151","3","6 And Above","S5","Count",0
"2008-2009","S01002151","3","6 And Above","S5","Count",0
"2009-2010","S01002151","3","6 And Above","S6","Count",0
"2010-2011","S01002151","3","6 And Above","S5","Count",0
"2011-2012","S01002151","3","6 And Above","S5","Count",0
"2009-2010","S01002151","1","6 And Above","S5","Count",0
"2008-2009","S01002151","3","6 And Above","S6","Count",0
"2010-2011","S01002151","1","6 And Above","S5","Count",0
"2012-2013","S01002151","1","6 And Above","S5","Count",0
"2008-2009","S01002151","5","6 And Above","S5","Count",0
"2011-2012","S01002151","5","6 And Above","S5","Count",0
"2008-2009","S01002151","1","6 And Above","S5","Count",0
"2011-2012","S01002151","1","6 And Above","S5","Count",0
"2011-2012","S01002151","5","6 And Above","S6","Count",0
"2010-2011","S01002151","5","6 And Above","S5","Count",0
"2012-2013","S01002151","5","6 And Above","S5","Count",0
"2010-2011","S01002151","3","6 And Above","S6","Count",0
"2012-2013","S01002151","3","6 And Above","S6","Ratio",0
"2011-2012","S01002151","3","6 And Above","S5","Ratio",0
"2010-2011","S01002151","3","6 And Above","S6","Ratio",0
"2008-2009","S01002151","3","6 And Above","S6","Ratio",0
"2011-2012","S01002151","3","6 And Above","S6","Ratio",0
"2009-2010","S01002151","3","6 And Above","S5","Ratio",0
"2009-2010","S01002151","3","6 And Above","S6","Ratio",0
"2010-2011","S01002151","3","6 And Above","S5","Ratio",0
"2008-2009","S01002151","3","6 And Above","S5","Ratio",0
"2011-2012","S01002151","5","6 And Above","S6","Ratio",0
"2010-2011","S01002151","5","6 And Above","S6","Ratio",0
"2009-2010","S01002151","5","6 And Above","S6","Ratio",0
"2012-2013","S01002151","5","6 And Above","S6","Ratio",0
"2008-2009","S01002151","5","6 And Above","S6","Ratio",0
"2011-2012","S01002151","5","6 And Above","S5","Ratio",0
"2009-2010","S01002151","5","6 And Above","S5","Ratio",0
"2010-2011","S01002151","5","6 And Above","S5","Ratio",0
"2008-2009","S01002151","5","6 And Above","S5","Ratio",0
"2011-2012","S01002151","1","6 And Above","S5","Ratio",0
"2010-2011","S01002151","1","6 And Above","S5","Ratio",0
"2009-2010","S01002151","1","6 And Above","S5","Ratio",0
"2008-2009","S01002151","1","6 And Above","S5","Ratio",0
"2009-2010","S01002151","5","6 And Above","S6","Count",0
"2011-2012","S01002151","3","6 And Above","S6","Count",0
"2012-2013","S01002151","5","6 And Above","S6","Count",0
"2012-2013","S01002151","3","6 And Above","S6","Count",0
"2009-2010","S01002151","1","7 And Above","S6","Ratio",0
"2010-2011","S01002151","1","7 And Above","S6","Count",0
"2012-2013","S01002151","1","7 And Above","S6","Count",0
"2008-2009","S01002151","1","7 And Above","S6","Count",0
"2010-2011","S01002151","1","7 And Above","S6","Ratio",0
"2012-2013","S01002151","1","7 And Above","S6","Ratio",0
"2008-2009","S01002151","1","7 And Above","S6","Ratio",0
"2011-2012","S01002151","1","7 And Above","S6","Count",0
"2009-2010","S01002151","1","7 And Above","S6","Count",0
"2011-2012","S01002151","1","7 And Above","S6","Ratio",0
"2010-2011","S01002151","5","3 And Above","S4","Count",0
"2012-2013","S01002151","5","3 And Above","S4","Ratio",100
"2008-2009","S01002151","5","3 And Above","S4","Count",0
"2011-2012","S01002151","5","3 And Above","S4","Count",0
"2009-2010","S01002151","5","3 And Above","S4","Count",0
"2010-2011","S01002151","5","3 And Above","S4","Ratio",0
"2008-2009","S01002151","5","3 And Above","S4","Ratio",0
"2009-2010","S01002151","5","3 And Above","S4","Ratio",0
"2012-2013","S01002151","5","3 And Above","S4","Count",1
"2011-2012","S01002151","5","3 And Above","S4","Ratio",0
"2009-2010","S01002151","5","4 And Above","S4","Count",0
"2011-2012","S01002151","5","4 And Above","S4","Ratio",0
"2008-2009","S01002151","5","4 And Above","S4","Ratio",0
"2010-2011","S01002151","5","4 And Above","S4","Count",0
"2009-2010","S01002151","5","4 And Above","S4","Ratio",0
"2008-2009","S01002151","5","4 And Above","S4","Count",0
"2012-2013","S01002151","5","4 And Above","S4","Count",1
"2012-2013","S01002151","5","4 And Above","S4","Ratio",100
"2010-2011","S01002151","5","4 And Above","S4","Ratio",0
"2011-2012","S01002151","5","4 And Above","S4","Count",0
"2011-2012","S01002151","5","5 And Above","S4","Ratio",0
"2010-2011","S01002151","5","5 And Above","S4","Ratio",0
"2011-2012","S01002151","5","5 And Above","S4","Count",0
"2012-2013","S01002151","5","5 And Above","S4","Ratio",0
"2008-2009","S01002151","5","5 And Above","S4","Ratio",0
"2008-2009","S01002151","5","5 And Above","S4","Count",0
"2009-2010","S01002151","5","5 And Above","S4","Ratio",0
"2010-2011","S01002151","5","5 And Above","S4","Count",0
"2012-2013","S01002151","5","5 And Above","S4","Count",0
"2009-2010","S01002151","5","5 And Above","S4","Count",0
"2011-2012","S01002152","5","6 And Above","S5","Count",0
"2012-2013","S01002152","5","6 And Above","S5","Count",0
"2009-2010","S01002152","5","6 And Above","S5","Count",0
"2009-2010","S01002152","3","6 And Above","S5","Count",0
"2010-2011","S01002152","5","6 And Above","S5","Count",0
"2010-2011","S01002152","3","6 And Above","S6","Count",0
"2009-2010","S01002152","1","6 And Above","S5","Count",0
"2012-2013","S01002152","1","6 And Above","S5","Count",0
"2012-2013","S01002152","3","6 And Above","S6","Count",0
"2011-2012","S01002152","3","6 And Above","S6","Count",1
"2010-2011","S01002152","1","6 And Above","S5","Count",0
"2011-2012","S01002152","5","6 And Above","S6","Count",1
"2008-2009","S01002152","1","6 And Above","S5","Count",0
"2011-2012","S01002152","1","6 And Above","S5","Count",0
"2010-2011","S01002152","5","6 And Above","S6","Count",0
"2010-2011","S01002152","3","6 And Above","S6","Ratio",0
"2008-2009","S01002152","3","6 And Above","S6","Ratio",0
"2011-2012","S01002152","3","6 And Above","S6","Ratio",100
"2008-2009","S01002152","3","6 And Above","S5","Ratio",0
"2009-2010","S01002152","3","6 And Above","S5","Ratio",0
"2009-2010","S01002152","3","6 And Above","S6","Ratio",0
"2012-2013","S01002152","3","6 And Above","S5","Ratio",0
"2010-2011","S01002152","3","6 And Above","S5","Ratio",0
"2012-2013","S01002152","3","6 And Above","S6","Ratio",0
"2011-2012","S01002152","3","6 And Above","S5","Ratio",0
"2008-2009","S01002152","5","6 And Above","S5","Ratio",0
"2011-2012","S01002152","5","6 And Above","S6","Ratio",100
"2010-2011","S01002152","5","6 And Above","S6","Ratio",0
"2009-2010","S01002152","5","6 And Above","S6","Ratio",0
"2012-2013","S01002152","5","6 And Above","S6","Ratio",0
"2008-2009","S01002152","5","6 And Above","S6","Ratio",0
"2011-2012","S01002152","5","6 And Above","S5","Ratio",0
"2012-2013","S01002152","5","6 And Above","S5","Ratio",0
"2009-2010","S01002152","5","6 And Above","S5","Ratio",0
"2010-2011","S01002152","5","6 And Above","S5","Ratio",0
"2012-2013","S01002152","1","6 And Above","S5","Ratio",0
"2010-2011","S01002152","1","6 And Above","S5","Ratio",0
"2009-2010","S01002152","1","6 And Above","S5","Ratio",0
"2008-2009","S01002152","1","6 And Above","S5","Ratio",0
"2011-2012","S01002152","1","6 And Above","S5","Ratio",0
"2009-2010","S01002152","5","6 And Above","S6","Count",0
"2008-2009","S01002152","3","6 And Above","S5","Count",0
"2012-2013","S01002152","5","6 And Above","S6","Count",0
"2011-2012","S01002152","3","6 And Above","S5","Count",0
"2008-2009","S01002152","5","6 And Above","S6","Count",0
"2008-2009","S01002152","3","6 And Above","S6","Count",0
"2009-2010","S01002152","3","6 And Above","S6","Count",0
"2012-2013","S01002152","3","6 And Above","S5","Count",0
"2010-2011","S01002152","3","6 And Above","S5","Count",0
"2008-2009","S01002152","5","6 And Above","S5","Count",0
"2008-2009","S01002152","1","7 And Above","S6","Count",0
"2011-2012","S01002152","1","7 And Above","S6","Ratio",0
"2010-2011","S01002152","1","7 And Above","S6","Count",0
"2012-2013","S01002152","1","7 And Above","S6","Count",0
"2009-2010","S01002152","1","7 And Above","S6","Count",0
"2008-2009","S01002152","1","7 And Above","S6","Ratio",0
"2009-2010","S01002152","1","7 And Above","S6","Ratio",0
"2010-2011","S01002152","1","7 And Above","S6","Ratio",0
"2011-2012","S01002152","1","7 And Above","S6","Count",0
"2012-2013","S01002152","1","7 And Above","S6","Ratio",0
"2009-2010","S01002152","5","3 And Above","S4","Count",0
"2011-2012","S01002152","5","3 And Above","S4","Count",0
"2010-2011","S01002152","5","3 And Above","S4","Ratio",0
"2011-2012","S01002152","5","3 And Above","S4","Ratio",0
"2010-2011","S01002152","5","3 And Above","S4","Count",0
"2009-2010","S01002152","5","3 And Above","S4","Ratio",0
"2012-2013","S01002152","5","3 And Above","S4","Ratio",100
"2008-2009","S01002152","5","3 And Above","S4","Ratio",100
"2008-2009","S01002152","5","3 And Above","S4","Count",2
"2012-2013","S01002152","5","3 And Above","S4","Count",1
"2009-2010","S01002152","5","4 And Above","S4","Count",0
"2012-2013","S01002152","5","4 And Above","S4","Ratio",0
"2010-2011","S01002152","5","4 And Above","S4","Count",0
"2008-2009","S01002152","5","4 And Above","S4","Count",2
"2011-2012","S01002152","5","4 And Above","S4","Count",0
"2010-2011","S01002152","5","4 And Above","S4","Ratio",0
"2008-2009","S01002152","5","4 And Above","S4","Ratio",100
"2009-2010","S01002152","5","4 And Above","S4","Ratio",0
"2012-2013","S01002152","5","4 And Above","S4","Count",0
"2011-2012","S01002152","5","4 And Above","S4","Ratio",0
"2012-2013","S01002152","5","5 And Above","S4","Count",0
"2011-2012","S01002152","5","5 And Above","S4","Ratio",0
"2011-2012","S01002152","5","5 And Above","S4","Count",0
"2008-2009","S01002152","5","5 And Above","S4","Count",0
"2010-2011","S01002152","5","5 And Above","S4","Count",0
"2009-2010","S01002152","5","5 And Above","S4","Ratio",0
"2012-2013","S01002152","5","5 And Above","S4","Ratio",0
"2008-2009","S01002152","5","5 And Above","S4","Ratio",0
"2010-2011","S01002152","5","5 And Above","S4","Ratio",0
"2009-2010","S01002152","5","5 And Above","S4","Count",0
"2012-2013","S01002153","3","6 And Above","S6","Count",0
"2011-2012","S01002153","3","6 And Above","S6","Count",0
"2008-2009","S01002153","3","6 And Above","S5","Count",0
"2008-2009","S01002153","3","6 And Above","S6","Count",0
"2012-2013","S01002153","5","6 And Above","S6","Count",0
"2009-2010","S01002153","5","6 And Above","S6","Count",0
"2010-2011","S01002153","5","6 And Above","S5","Count",0
"2008-2009","S01002153","5","6 And Above","S5","Count",0
"2009-2010","S01002153","5","6 And Above","S5","Count",0
"2011-2012","S01002153","5","6 And Above","S5","Count",0
"2010-2011","S01002153","5","3 And Above","S4","Count",0
"2008-2009","S01002153","5","4 And Above","S4","Count",0
"2009-2010","S01002153","5","4 And Above","S4","Count",0
"2010-2011","S01002153","5","4 And Above","S4","Count",0
"2011-2012","S01002153","5","4 And Above","S4","Count",2
"2012-2013","S01002153","5","4 And Above","S4","Count",0
"2009-2010","S01002153","5","5 And Above","S4","Count",0
"2008-2009","S01002153","5","5 And Above","S4","Count",0
"2010-2011","S01002153","5","5 And Above","S4","Count",0
"2011-2012","S01002153","5","5 And Above","S4","Count",1
"2012-2013","S01002153","5","5 And Above","S4","Count",0
"2012-2013","S01002153","5","6 And Above","S5","Count",0
"2010-2011","S01002153","5","6 And Above","S6","Count",0
"2008-2009","S01002153","5","6 And Above","S6","Count",0
"2011-2012","S01002153","5","6 And Above","S6","Count",0
"2009-2010","S01002153","5","3 And Above","S4","Count",0
"2012-2013","S01002153","5","3 And Above","S4","Count",0
"2008-2009","S01002153","5","3 And Above","S4","Count",0
"2011-2012","S01002153","5","3 And Above","S4","Count",2
"2011-2012","S01002153","1","6 And Above","S5","Count",0
"2009-2010","S01002153","1","7 And Above","S6","Count",0
"2012-2013","S01002153","1","6 And Above","S5","Count",1
"2009-2010","S01002153","1","6 And Above","S5","Count",0
"2008-2009","S01002153","1","7 And Above","S6","Count",0
"2008-2009","S01002153","1","6 And Above","S5","Count",0
"2011-2012","S01002153","1","7 And Above","S6","Count",0
"2012-2013","S01002153","1","7 And Above","S6","Count",0
"2010-2011","S01002153","1","6 And Above","S5","Count",0
"2010-2011","S01002153","1","7 And Above","S6","Count",0
"2010-2011","S01002153","3","6 And Above","S6","Count",0
"2009-2010","S01002153","3","6 And Above","S5","Count",0
